"taxon_name","accepted_name","ref_author","ref_pubyr","primary_reference","phylum","class","order","family","genus","reference_no","taxon_no","data_enterer","zoobank","ref_language","group","taxon_status","type_locality","type_country","country_reposited","institution_reposited","holotype_number..separate.by...if.multiple.","sp_named_after","sp_language..if.another.language.but.latin.used.","sp_if_person_name","sp_if_person_gender","sp_gender_notes","sp_if_person_country","sp_if_person_country_notes","sp_notes","gen_named_after","gen_language..if.another.language.but.latin.used.","gen_if_person_name","gen_if_person_gender","gen_gender_notes","gen_if_person_country","gen_if_person_country_notes","gen_notes","affiliations_of_authors..separated.by...","countries_of_authors..separated.by...","modified.by","data_from_alternative_source","comments","genus_cleaned","category"
"Adratiklit boulahfa","Adratiklit boulahfa","Maidment et al.",2020,"S. C. R. Maidment, T. J. Raven, and D. Ouarhache, P. M. Barrett. 2020. North Africa's first stegosaur: implications for Gondwanan thyreophoran dinosaur diversity. Gondwana Research 77:82-97","Chordata","Ornithischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Adratiklit",72917,422687,"Thomas Wong Hearing","urn:lsid:zoobank.org:act:D1BD031A-C902-40AC-88F6-A8ABD0788420","","dinosauria","valid","Boulahfa, south of Boulemane, Fès-Meknes, Morocco","Morocco","UK","Natural History Museum, London, UK","NHMUK PV R37366","location/geography","N/A","","","","","","""refers to the location where the specimen was found""","location/geography","Berber","","","","","","""from ‘Adras’, Berber for ‘mountain’, and ‘tiklit’, a Berber word for lizard""","UK; Morocco","UK; Morocco","",FALSE,"","Adratiklit","sp"
"Adynomosaurus arcanus","Adynomosaurus arcanus","Prieto-Márquez et al.",2019,"A. Prieto-Márquez, V. Fondevilla, and A. G. Sellés, J. R. Wagner, À. Galobart. 2019. Adynomosaurus arcanus, a new lambeosaurine dinosaur from the Late Cretaceous Ibero-Armorican Island of the European archipelago. Cretaceous Research 96:19-37","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Hadrosauridae","Adynomosaurus",71247,401260,"Bryan Gee","","","dinosauria","valid","Costa de les Solanes, Lleida province, Catalonia","Spain","Spain","Museu de la Conca Dellà","MCD 7125","other","Latin","","","","","","""The Latin word ‘arcanus’ means ‘secret’ or ‘occult’. It alludes to the elusive findings of taxonomically informative skeletal elements of this and other hadrosaurids in the South-Central Pyrenean Basin.""","morphological characteristics","Greek","","","","","","""The generic name is a composite of the Greek words ‘adýnamos’ (weak), ‘—mos’ (shoulder) and ‘sauros’ (lizard), in reference to the characteristically unexpanded morphology of the scapular blade in this species.""","Spain (APM); Spain (APM); Spain (VF); Spain (AGS); Spain (AGS); USA (JRW); Spain (AG); Spain (AG)","Spain (APM); Spain (APM); Spain (VF); Spain (AGS); Spain (AGS); USA (JRW); Spain (AG); Spain (AG)","",FALSE,"","Adynomosaurus","sp"
"Aegyptosaurus baharijensis","Aegyptosaurus baharijensis","Stromer",1932,"E. Stromer. 1932. Ergebnisse der Forschungsreisen Prof. E. Stromers in den Wüsten Ägyptens. II. Wirbeltierreste der Baharîje-Stufe (unterstes Cenoman). 11. Sauropoda [Results of the expeditions of Professor E. Stromer in the Egyptian deserts. II. Vertebrate animal remains from the Baharîje bed (lowest Cenomanian). 11. Sauropoda]. Abhandlungen der Bayerischen Akademie der Wissenschaften Mathematisch-naturwissenschaftliche Abteilung, Neue Folge 10:1-21","Chordata","Saurischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Aegyptosaurus",13906,66662,"Thomas Halliday","urn:lsid:zoobank.org:act:6C9B6A11-5E43-4F48-B84E-A509616ECE8A","","dinosauria","valid","Bahariya Formation, Egypt","Egypt","Germany","Bayerischen Staatssammlung fur Paleontologie und Historichen Geologie","BSP 1912 VIII 61 (destroyed)","location/geography","Arabic","","","","","","Bahariya Formation, named for the ""El-Wāḥāt El-Baḥrīya"" = ""Northern Oases"" in Egypt.","location/geography","Latin","","","","","","Latin name for the land of Egypt","","","",FALSE,"","Aegyptosaurus","sp"
"Aeolosaurus rionegrinus","Aeolosaurus rionegrinus","Powell",1987,"J. E. Powell. 1987. The Late Cretaceous fauna of Los Alamitos, Patagonia, Argentina part VI—the titanosaurids. Revista del Museo Argentina de Ciencias Naturales ""Bernardino Rivadavia"" e Instituto Nacional de Investigacion de las Ciencias Naturales: Paleontología 3(3):147-153","Chordata","Saurischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Aeolosaurus",11740,58847,"William Foster/Nussaïbah B. Raja","","","dinosauria","valid","Casa de Piedra, Estancia Maquinchao, Rio Negro Province","Argentina","Argentina","Museo Argentino de Ciencias Naturales “B. Rivadavia”, Paleontología de Vertebrados","MACN-PV-RN 147","location/geography","","","","","","","Named for the Rio Negro region","folklore/religion","","","","","","","Named for the Greek god of the winds, Aeolus, because of the modern day windy locality","Argentina","Argentina","",TRUE,"Genus etymology from Holtz (2007) appendix","Aeolosaurus","sp"
"Aeolosaurus colhuehuapensis","Aeolosaurus colhuehuapensis","Casal et al.",2007,"G. Casal, R. D. Martínez, and M. Luna, J. C. Sciutto, M. C. Lamanna. 2007. Aeolosaurus colhuehuapensis sp. nov. (Sauropoda, Titanosauria) de la Formación Bajo Barreal, Cretácico Superior de Argentina [Aeolosaurus colhuehuapensis sp. nov. (Sauropoda, Titanosauria) from the Bajo Barreal Formation, Upper Cretaceous of Argentina]. Revista Brasileira de Paleontologia 10(1):53-62","Chordata","Saurischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Aeolosaurus",24300,100435,"William Foster",NA,"Spanish","dinosauria","valid","Isla emergida al Sur-Este del Lago Colhué Huapi (45º35’52’’S y 68º37’20’’W)","Argentina","Argentina","paleontología de vertebrados, Universidad Nacional de la Patagonia San Juan Bosco, Comodoro Rivadavia ","UNPSJB-PV 959/1 a UNPSJB-PV 959/27","location/geography","Mapuche","","","","","","colhuehuapensis se refiere al Lago Colhué Huapi, ubicado en el centro-Sur de la Provincia de Chubut, sitio en el que se realizó el hallazgo.","folklore/religion","","","","","","","Named for the Greek god of the winds, Aeolus, because of the modern day windy locality","Argentina; Argentina; Argentina; Argentina; USA","Argentina; Argentina; Argentina; Argentina; USA","",FALSE,"","Aeolosaurus","sp"
"Aeolosaurus maximus","Aeolosaurus maximus","Santucci and Arruda-Campos",2011,"R. M. Santucci and A. C. d. Arruda-Campos. 2011. A new sauropod (Macronaria, Titanosauria) from the Adamantina Formation, Bauru Group, Upper Cretaceous of Brazil and the phylogenetic relationships of Aeolosaurini. Zootaxa 3085:1-33","Chordata","Saurischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Aeolosaurus",38516,205609,"William Foster",NA,"English","dinosauria","valid","Casa de Piedra, Río Negro Province","Argentina","Argentina","Museo ‘Jorge Gerhold’, Río Negro","MJG-R 1","size","Latin","","","","","","maximus, in reference to the size of the specimen, meaning large in Latin.","folklore/religion","","","","","","","Named for the Greek god of the winds, Aeolus, because of the modern day windy locality","Brazil; Brazil","Brazil; Brazil","",FALSE,"","Aeolosaurus","sp"
"Aepyornithomimus tugrikinensis","Aepyornithomimus tugrikinensis","Chinzorig et al.",2017,"T. Chinzorig, Y. Kobayashi, and K. Tsogtbaatar, P. J. Currie, M. Watabe, R. Barsbold. 2017. First ornithomimid (Theropoda, Ornithomimosauria) from the Upper Cretaceous Djadokhta Formation of Tögrögiin Shiree, Mongolia. Scientific Reports 7(1):5835:1-14","Chordata","Saurischia","Avetheropoda","Ornithomimidae","Aepyornithomimus",65627,370066,"William Foster","urn:lsid:zoobank.org:act:EE073A9C-F692-46EB-9EE4-FE151FD5C4E4","","dinosauria","valid","Central Sayr (44° 13′ 54″N, 103° 16′ 56″E) of Tögrögiin Shiree locality,","Mongolia","Mongolia","Institute of Paleontology and Geology of the Mongolian Academy of Sciences","MPC-D 100/130","location/geography","Mongolian","","","","","","the species name tugrikinensis refers to the locality where the specimen was found.","in relation to other taxa","Latin","","","","","","The generic name refers to the largest ratite bird Aepyornis~, which has similar pes structure; in Latin, ~mimus = ‘as’ or ‘like’","Japan (TC); Mongolia (TC); Japan (YK); Mongolia (KT); Canada (PJC); Japan (MW); Mongolia (RB) ","Japan (TC); Mongolia (TC); Japan (YK); Mongolia (KT); Canada (PJC); Japan (MW); Mongolia (RB) ","",FALSE,"","Aepyornithomimus","sp"
"Aerosteon riocoloradensis","Aerosteon riocoloradensis","Sereno et al.",2008,"P. C. Sereno, R. N. Martínez, and J. A. Wilson, D. J. Varricchio, O. A. Alcober, H. C. E. Larsson. 2008. Evidence for avian intrathoracic air sacs in a new predatory dinosaur from Argentina. PLoS ONE 3(9):e3303:1-20","Chordata","Saurischia","Avetheropoda","Megaraptoridae","Aerosteon",30238,148966,"William Foster",NA,"","dinosauria","valid","Cañadon Amarillo (S 37.5°, W 70.5°), north of Cerro Colorado, 1 km north of the Río Colorado near the southern border of Mendoza Province, Argentina.","Argentina","Argentina","Museo de Ciencias Naturales y Antropológicas (J. C. Moyano) de Mendoza, Mendoza, Argentina.","MCNA-PV-3137","location/geography","Spanish; Latin","","","","","","riocolorado, Río Colorado (Spanish); ensis, place (Latin). Named for the site of discovery of the holotype.","morphological characteristics","Greek","","","","","","Aeros, air (Greek); osteon, bone (Greek). Named for the extreme development of pneumatic spaces in skeletal bone.","USA; Argentina; USA; USA; Argentina; Canada","USA; Argentina; USA; USA; Argentina; Canada","",FALSE,"","Aerosteon","sp"
"Afromimus tenerensis","Afromimus tenerensis","Sereno",2017,"P. C. Sereno. 2017. Early Cretaceous ornithomimosaurs (Dinosauria: Coelurosauria) from Africa. Ameghiniana 54(5):576-616","Chordata","Saurischia","Avetheropoda","NO_FAMILY_SPECIFIED","Afromimus",69686,391226,"Bryan Gee","urn:lsid:zoobank.org:act:FBD66568-AA7B-49ED-9E50-578C798944B6","","dinosauria","valid","16° 22′ N, 9° 1′ E, Gadoufaoua, Ténéré Desert","Niger","Niger","Musée national Boubou Hama, Niamey, République du Niger","MNBH GAD112","location/geography","French","","","","","","""tenere- (Fr.) Ténéré Desert; -ensis (L.), from""","location/geography","Greek","","","","","","""Afro-(L.), Africa; mimos (Gr.), mimic""","USA","USA","",FALSE,"","Afromimus","sp"
"Afrovenator abakensis","Afrovenator abakensis","Sereno et al.",1994,"P. C. Sereno, J. A. Wilson, and H. C. E. Larsson, D. B. Dutheil, H.-D. Sues. 1994. Early Cretaceous dinosaurs from the Sahara. Science 266(5183):267-271","Chordata","Saurischia","NO_ORDER_SPECIFIED","Megalosauridae","Afrovenator",13778,56399,"William Foster",NA,"","dinosauria","valid","Abaka","Niger","USA","University of Chicago","UC OBA 1","location/geography","Tuareg","","","","","","from I-n-Abaka, the Tuareg name for the area where the holotype was found.","location/geography","Latin","","","","","","Afro, Africa (L.); venator, hunter (L.)","USA; USA; USA; France; Canada","USA; USA; USA; France; Canada","",FALSE,"","Afrovenator","sp"
"Agathaumas milo","Edmontosaurus regalis","Cope",1874,"E. D. Cope. 1874. Report on the stratigraphy and Pliocene vertebrate paleontology of northern Colorado. Bulletin of the United States Geological and Geographical Survey of the Territories 1(1):9-22","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Hadrosauridae","Agathaumas",53327,NA,"Nussaïbah B. Raja","","","","nomen nudum","[exact localities unknown]","USA","USA","AMNH","Unidentifiable","unknown","","","","","","","","other","Greek","","","","","","""great wonder""","USA","USA","Nussaïbah B. Raja",FALSE,"","Agathaumas","sp"
"Ageroolithus fontllongensis","Ageroolithus fontllongensis","Vianey-Liaud and López-Martínez",1997,"M. Vianey-Liaud and N. López-Martínez. 1997. Late Cretaceous dinosaur eggshells from the Tremp basin, southern Pyrenees, Lleida, Spain. Journal of Paleontology 71(6):1157-1171","Chordata","Saurischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Ageroolithus",23594,72346,"William Foster",NA,"","egg","valid","Fontllonga 6 (Lleida, Spain)","Spain","not reported","not reported","FLL6-1","location/geography","","","","","","","There is no etmology, but the species name is the locality name","location/geography","","","","","","","No etmology given, but it is the name of the syncline where the fossils were found","France; Spain","France; Spain","",FALSE,"","Ageroolithus","sp"
"Agialopous wyomingensis","Agialopous wyomingensis","Branson and Mehl",1932,"E. B. Branson and M. G. Mehl. 1932. Footprints records from the Paleozoic and Mesozoic of Missouri, Kansas, and Wyoming. Bulletin of the Geological Society of America 43:383-398","Chordata","Saurischia","NO_ORDER_SPECIFIED","Eubrontidae","Agialopous",9241,54519,"William Foster","","","trace","","","","","","","location/geography","","","","","","","","","","","","","","","","","","",FALSE,"","Agialopous","sp"
"Agilisaurus louderbacki","Agilisaurus louderbacki","Peng",1992,"G. Peng. 1992. Jurassic ornithopod Agilisaurus louderbacki (Ornithopoda: Fabrosauridae) from Zigong, Sichuan, China. Vertebrata PalAsiatica 30(1):39-53","Chordata","Ornithischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Agilisaurus",10370,57223,"William Foster",NA,"Chinese","dinosauria","valid","Dashanpu, Zigong Co., Sichuan Province.","China","China","Zigong Dinosaur Museum","ZDM 6011 ","person","","Dr. George D. Louderback","male","based on paper","USA","explicitly stated in paper","The species epithet is in honor of the late U.S. geologist Dr. George D. Louderback, the first scientist to discover dinosaur fossils in the Sichuan Basin in 1915","morphological characteristics","Latin","","","","","","Agilis, Latin for an agile bipedal animal, as indicated by the light structure of the skeleton and limb ratios.","China","China","",FALSE,"Translated by Will Downs Bilby Research Center Northern Arizona University October, 1993","Agilisaurus","sp"
"Agnosphitys cromhallensis","Agnosphitys cromhallensis","Fraser et al.",2002,"N. C. Fraser, K. Padian, and G. M. Walkden, A. L. M. Davis. 2002. Basal dinosauriform remains from Britain and the diagnosis of the Dinosauria. Palaeontology 45(1):79-95","Chordata","Saurischia","NO_ORDER_SPECIFIED","Guaibasauridae","Agnosphitys",7095,53365,"William Foster",NA,"English","dinosauria","valid","Cromhall Quarry, Avon, England","UK","USA","Virginia Museum of Natural History","VMNH 1745,","location/geography","","","","","","","The specifi name refers to the locality","other","Greek","","","","","","Greek, unknown or uncertain, with reference to the position of the new form relative to the Dinosauria.","USA; USA; UK; USA","USA; USA; UK; USA","",FALSE,"holotype collection location not stated, but assumed from author list","Agnosphitys","sp"
"Agujaceratops","","Lehman",1982,"T. M. Lehman. 1982. A ceratopsian bone bed from the Aguja Formation (Upper Cretaceous) Big Bend National Park, Texas. Unpublished Ph.D. Dissertation, University of Texas at Austin.","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Ceratopsidae","Agujaceratops",5684,NA,"Nussaïbah B. Raja","urn:lsid:zoobank.org:act:F5EEA7A7-34E4-482A-B04A-F5BA46A78D87","","","","","","","","","","","","","","","","","location/geography","","","","","","","Named for the Aguja Formation","USA","USA","",TRUE,"Genus etymology from Holtz (2011) appendix; duplicate","Agujaceratops","gen"
"Agujaceratops mariscalensis","Agujaceratops mariscalensis","Lehman",1989,"T. M. Lehman. 1989. Chasmosaurus mariscalensis, sp. nov., a new ceratopsian dinosaur from Texas. Journal of Vertebrate Paleontology 9(2):137-162","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Ceratopsidae","Agujaceratops",14107,112569,"William Foster",NA,"English","dinosauria","valid","Big Bend National Park, Brewster County, Texas","USA","USA","Centennial Museum, University of Texas at El Paso","UTEP P.37.7.086","location/geography","","","","","","","Named for Mariscal Mountain, in the southern part of Big Bend National Park, near the type locality.","location/geography","","","","","","","Named for the Aguja Formation","USA","USA","",FALSE,"","Agujaceratops","sp"
"Ahshislepelta minor","Ahshislepelta minor","Burns and Sullivan",2011,"M. E. Burns and R. M. Sullivan. 2011. A new ankylosaurid from the Upper Cretaceous Kirtland Formation, San Juan Basin, with comments on the diversity of ankylosaurids in New Mexico.  In R. M. Sullivan, S. G. Lucas, & J. A. Spielmann (eds.), Fossil Record 3. New Mexico Museum of Natural History and Science Bulletin 53:169-178","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Ankylosauridae","Ahshislepelta",51267,295548,"William Foster",NA,"English","dinosauria","valid","SW ¼ of Sec. 8, T22N, R10W (precise UTM coordinates on file at the SMP and are available to professional researchers), Ah-shi-sle-pah Wash, San Juan County, New Mexico","USA","USA","State Museum of Pennsylvania","SMP VP-1930","size","Latin","","","","","","The species name “minor” is in reference to its small adult size relative to other North American ankylosaurids of similar age.","location/geography","","","","","","","The generic name is derived from the locality of the holotype, Ah-shi-sle-pah Wash (formerly Meyers Creek), San Juan Basin, New Mexico. ","Canada; USA","Canada; USA","",FALSE,"","Ahshislepelta","sp"
